queryID,n_user_candidate,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,       436,     53180,         0,      0.67,      0.05,      0.63,      0.00
         1,       401,     42497,         0,      0.64,      0.05,      0.59,      0.00
         2,       495,     58920,         0,      0.80,      0.05,      0.75,      0.00
         3,       428,     48356,         0,      0.67,      0.05,      0.62,      0.00
         4,       413,     19428,         0,      0.64,      0.05,      0.60,      0.00
         5,       496,    140782,         0,      0.78,      0.05,      0.73,      0.00
         6,       463,     62210,         0,      0.72,      0.05,      0.68,      0.00
         7,       455,    139457,         0,      0.72,      0.05,      0.67,      0.00
         8,       409,     41241,         0,      0.64,      0.05,      0.59,      0.00
         9,       432,     28777,         0,      0.69,      0.05,      0.64,      0.00
        10,       438,     19135,         0,      0.67,      0.05,      0.62,      0.00
        11,       463,     30253,         0,      0.73,      0.05,      0.68,      0.00
        12,       403,     53490,         0,      0.66,      0.05,      0.61,      0.00
        13,       433,     90834,         0,      0.68,      0.05,      0.63,      0.00
        14,       473,    120007,         0,      0.74,      0.05,      0.70,      0.00
        15,       630,     34002,         0,      0.98,      0.05,      0.93,      0.00
        16,       425,     22430,         0,      0.66,      0.05,      0.61,      0.00
        17,       532,     66768,         0,      0.87,      0.05,      0.82,      0.00
        18,       441,     90673,         0,      0.70,      0.05,      0.65,      0.00
        19,       412,     26653,         0,      0.64,      0.05,      0.59,      0.00
        20,       631,     31168,         0,      0.99,      0.05,      0.94,      0.00
        21,       476,     30781,         0,      0.77,      0.05,      0.72,      0.00
        22,       408,    116892,         0,      0.64,      0.05,      0.59,      0.00
        23,       406,     43632,         0,      0.65,      0.05,      0.60,      0.00
        24,       553,     97025,         0,      0.96,      0.05,      0.91,      0.00
        25,       638,     33506,         0,      1.09,      0.05,      1.05,      0.00
        26,       402,     56613,         0,      0.64,      0.05,      0.60,      0.00
        27,       420,     73562,         0,      0.68,      0.05,      0.63,      0.00
        28,       435,     54457,         0,      0.67,      0.05,      0.62,      0.00
        29,       456,     61013,         0,      0.72,      0.05,      0.67,      0.00
        30,       471,     79260,         0,      0.73,      0.05,      0.69,      0.00
        31,       569,     30197,         0,      0.89,      0.05,      0.84,      0.00
        32,       410,     21559,         0,      0.64,      0.05,      0.59,      0.00
        33,       469,     57841,         0,      0.79,      0.05,      0.74,      0.00
        34,       421,    158844,         0,      0.71,      0.05,      0.67,      0.00
        35,       640,    213314,         0,      1.00,      0.05,      0.95,      0.00
        36,       459,     28845,         0,      0.73,      0.05,      0.68,      0.00
        37,       449,     29005,         0,      0.70,      0.05,      0.65,      0.00
        38,       554,    208628,         0,      0.89,      0.05,      0.84,      0.00
        39,      2233,    344902,         0,      3.87,      0.05,      3.82,      0.00
        40,       426,    145928,         0,      0.66,      0.04,      0.62,      0.00
        41,       417,    155546,         0,      0.67,      0.05,      0.63,      0.00
        42,       482,     54609,         0,      0.74,      0.05,      0.69,      0.00
        43,       528,     27513,         0,      0.81,      0.05,      0.76,      0.00
        44,       572,     70352,         0,      0.91,      0.05,      0.86,      0.00
        45,       717,     40817,         0,      1.10,      0.05,      1.05,      0.00
        46,       601,    135088,         0,      0.97,      0.05,      0.92,      0.00
        47,       429,     28072,         0,      0.68,      0.05,      0.63,      0.00
        48,       516,     73640,         0,      0.81,      0.05,      0.77,      0.00
        49,       404,    131398,         0,      0.67,      0.05,      0.62,      0.00
        50,       445,     17065,         0,      0.69,      0.05,      0.64,      0.00
        51,       404,     42783,         0,      0.62,      0.05,      0.57,      0.00
        52,       443,     99087,         0,      0.68,      0.05,      0.63,      0.00
        53,       447,    181447,         0,      0.69,      0.05,      0.65,      0.00
        54,       430,     49364,         0,      0.66,      0.05,      0.61,      0.00
        55,       493,    123424,         0,      0.93,      0.05,      0.88,      0.00
        56,       425,     58069,         0,      0.70,      0.05,      0.65,      0.00
        57,       473,    139940,         0,      0.79,      0.05,      0.75,      0.00
        58,       463,    111526,         0,      0.70,      0.05,      0.66,      0.00
        59,       427,     62044,         0,      0.65,      0.05,      0.61,      0.00
        60,       458,    246930,         0,      0.70,      0.04,      0.65,      0.00
        61,       459,    222875,         0,      0.75,      0.05,      0.70,      0.00
        62,       406,     57136,         0,      0.63,      0.05,      0.58,      0.00
        63,       523,     61237,         0,      0.82,      0.05,      0.77,      0.00
        64,       429,     53225,         0,      0.66,      0.05,      0.61,      0.00
        65,       410,     51118,         0,      0.63,      0.05,      0.58,      0.00
        66,       409,     43513,         0,      0.67,      0.05,      0.62,      0.00
        67,       506,     79235,         0,      0.79,      0.05,      0.74,      0.00
        68,       550,     57880,         0,      0.89,      0.05,      0.84,      0.00
        69,       485,     86858,         0,      0.78,      0.05,      0.73,      0.00
        70,       425,    120605,         0,      0.65,      0.05,      0.61,      0.00
        71,       499,     27111,         0,      0.82,      0.05,      0.77,      0.00
        72,       566,     29544,         0,      0.90,      0.05,      0.85,      0.00
        73,       443,     55520,         0,      0.74,      0.05,      0.69,      0.00
        74,       419,     49883,         0,      0.65,      0.05,      0.60,      0.00
        75,       437,    131294,         0,      0.69,      0.05,      0.64,      0.00
        76,       462,    138348,         0,      0.80,      0.05,      0.75,      0.00
        77,       461,     58474,         0,      0.74,      0.05,      0.69,      0.00
        78,       474,     78559,         0,      0.76,      0.05,      0.72,      0.00
        79,       417,    138601,         0,      0.75,      0.05,      0.70,      0.00
