queryID,n_user_candidate,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,       250,     29003,         0,      0.41,      0.05,      0.36,      0.00
         1,       212,     17735,         0,      0.36,      0.05,      0.31,      0.00
         2,       301,     39284,         0,      0.48,      0.05,      0.43,      0.00
         3,       227,     23882,         0,      0.37,      0.05,      0.32,      0.00
         4,       223,      9383,         0,      0.37,      0.05,      0.32,      0.00
         5,       221,     47832,         0,      0.36,      0.05,      0.32,      0.00
         6,       266,     34837,         0,      0.42,      0.05,      0.38,      0.00
         7,       217,     59111,         0,      0.35,      0.05,      0.31,      0.00
         8,       258,     24881,         0,      0.42,      0.05,      0.37,      0.00
         9,       222,     13967,         0,      0.36,      0.05,      0.32,      0.00
        10,       204,      7228,         0,      0.34,      0.05,      0.29,      0.00
        11,       325,     21283,         0,      0.51,      0.05,      0.46,      0.00
        12,       212,     25385,         0,      0.35,      0.05,      0.30,      0.00
        13,       225,     33780,         0,      0.36,      0.05,      0.32,      0.00
        14,       244,     47546,         0,      0.40,      0.05,      0.35,      0.00
        15,       368,     20378,         0,      0.57,      0.05,      0.52,      0.00
        16,       205,     10517,         0,      0.34,      0.05,      0.29,      0.00
        17,       247,     27723,         0,      0.40,      0.05,      0.35,      0.00
        18,       279,     48229,         0,      0.44,      0.05,      0.40,      0.00
        19,       247,     14731,         0,      0.40,      0.05,      0.35,      0.00
        20,       358,     16972,         0,      0.56,      0.05,      0.51,      0.00
        21,       319,     20576,         0,      0.50,      0.05,      0.45,      0.00
        22,       204,     44073,         0,      0.34,      0.05,      0.29,      0.00
        23,       269,     26370,         0,      0.43,      0.05,      0.38,      0.00
        24,       211,     31488,         0,      0.35,      0.05,      0.30,      0.00
        25,       246,     11946,         0,      0.40,      0.05,      0.35,      0.00
        26,       204,     26787,         0,      0.34,      0.05,      0.29,      0.00
        27,       202,     27594,         0,      0.34,      0.05,      0.29,      0.00
        28,       201,     24619,         0,      0.33,      0.05,      0.28,      0.00
        29,       249,     30431,         0,      0.39,      0.05,      0.34,      0.00
        30,       219,     28251,         0,      0.36,      0.05,      0.31,      0.00
        31,       250,     13427,         0,      0.40,      0.05,      0.35,      0.00
        32,       410,     21559,         0,      0.63,      0.05,      0.58,      0.00
        33,       469,     57841,         0,      0.71,      0.05,      0.67,      0.00
        34,       201,     75605,         0,      0.33,      0.04,      0.29,      0.00
        35,       245,     74327,         0,      0.39,      0.05,      0.34,      0.00
        36,       208,     10620,         0,      0.34,      0.05,      0.30,      0.00
        37,       201,     10743,         0,      0.34,      0.05,      0.29,      0.00
        38,       282,    125124,         0,      0.45,      0.05,      0.40,      0.00
        39,      2233,    344902,         0,      3.21,      0.05,      3.16,      0.00
        40,       230,     72953,         0,      0.37,      0.05,      0.33,      0.00
        41,       239,     86413,         0,      0.39,      0.05,      0.34,      0.00
        42,       207,     19025,         0,      0.34,      0.05,      0.29,      0.00
        43,       302,     15630,         0,      0.48,      0.05,      0.43,      0.00
        44,       216,     25496,         0,      0.35,      0.05,      0.31,      0.00
        45,       342,     18317,         0,      0.53,      0.05,      0.48,      0.00
        46,       264,     56926,         0,      0.42,      0.05,      0.38,      0.00
        47,       292,     19167,         0,      0.46,      0.05,      0.41,      0.00
        48,       516,     73640,         0,      0.78,      0.05,      0.73,      0.00
        49,       220,     62702,         0,      0.36,      0.05,      0.31,      0.00
        50,       445,     17065,         0,      0.68,      0.05,      0.63,      0.00
        51,       257,     26310,         0,      0.41,      0.05,      0.37,      0.00
        52,       206,     32607,         0,      0.34,      0.05,      0.29,      0.00
        53,       214,     71794,         0,      0.35,      0.05,      0.30,      0.00
        54,       237,     22990,         0,      0.38,      0.05,      0.34,      0.00
        55,       493,    123424,         0,      0.75,      0.05,      0.70,      0.00
        56,       233,     31417,         0,      0.38,      0.05,      0.33,      0.00
        57,       473,    139940,         0,      0.72,      0.05,      0.67,      0.00
        58,       201,     33093,         0,      0.33,      0.05,      0.29,      0.00
        59,       210,     22876,         0,      0.35,      0.05,      0.30,      0.00
        60,       215,     87866,         0,      0.35,      0.05,      0.31,      0.00
        61,       214,     78737,         0,      0.35,      0.05,      0.30,      0.00
        62,       205,     19932,         0,      0.34,      0.05,      0.29,      0.00
        63,       281,     30745,         0,      0.45,      0.05,      0.40,      0.00
        64,       212,     23463,         0,      0.35,      0.05,      0.30,      0.00
        65,       212,     24321,         0,      0.35,      0.05,      0.30,      0.00
        66,       306,     30535,         0,      0.48,      0.05,      0.43,      0.00
        67,       220,     29343,         0,      0.36,      0.05,      0.31,      0.00
        68,       272,     22734,         0,      0.44,      0.05,      0.39,      0.00
        69,       234,     33468,         0,      0.38,      0.05,      0.33,      0.00
        70,       210,     42912,         0,      0.34,      0.05,      0.30,      0.00
        71,       240,     13902,         0,      0.39,      0.05,      0.34,      0.00
        72,       316,     15794,         0,      0.50,      0.05,      0.45,      0.00
        73,       205,     27120,         0,      0.34,      0.05,      0.29,      0.00
        74,       254,     28609,         0,      0.41,      0.05,      0.36,      0.00
        75,       273,     75862,         0,      0.44,      0.05,      0.39,      0.00
        76,       236,     75746,         0,      0.38,      0.05,      0.33,      0.00
        77,       207,     24793,         0,      0.34,      0.05,      0.29,      0.00
        78,       252,     36275,         0,      0.40,      0.05,      0.36,      0.00
        79,       417,    138601,         0,      0.64,      0.05,      0.59,      0.00
        80,       212,     22866,         0,      0.35,      0.05,      0.30,      0.00
        81,       224,     41072,         0,      0.37,      0.05,      0.32,      0.00
        82,       338,     41520,         0,      0.53,      0.05,      0.48,      0.00
        83,       261,     50793,         0,      0.42,      0.05,      0.37,      0.00
        84,       202,     21789,         0,      0.34,      0.05,      0.29,      0.00
        85,       259,     37403,         0,      0.42,      0.05,      0.37,      0.00
        86,       226,     26916,         0,      0.37,      0.05,      0.33,      0.00
        87,       218,     26255,         0,      0.36,      0.05,      0.31,      0.00
        88,       235,     15591,         0,      0.39,      0.05,      0.34,      0.00
        89,       226,     30480,         0,      0.37,      0.05,      0.33,      0.00
        90,       280,     21279,         0,      0.45,      0.05,      0.40,      0.00
        91,       324,     84632,         0,      0.51,      0.05,      0.46,      0.00
        92,       250,     91958,         0,      0.41,      0.05,      0.36,      0.00
        93,       249,     18763,         0,      0.41,      0.05,      0.36,      0.00
        94,       272,     22431,         0,      0.44,      0.05,      0.39,      0.00
