queryID,n_prune_user,n_result_user,n_refine_user,ip_cost,io_cost,total_time,memory_index_time,io_time
       581,    283172,        39,        17,    283228,      1216,      0.23,      0.13,      0.10
       582,    283067,         1,       160,    283228,     12032,      1.02,      0.12,      0.89
       583,    283178,        50,         0,    283228,         0,      0.13,      0.12,      0.00
       584,    283176,        49,         3,    283228,       192,      0.12,      0.10,      0.02
       585,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       586,    283171,        47,        10,    283228,       832,      0.19,      0.12,      0.06
       587,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       588,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       589,    283178,        50,         0,    283228,         0,      0.08,      0.08,      0.00
       590,    283177,        49,         2,    283228,       128,      0.13,      0.11,      0.02
       591,    283177,        49,         2,    283228,       128,      0.12,      0.11,      0.01
       592,    283175,        49,         4,    283228,       256,      0.15,      0.12,      0.03
       593,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       594,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       595,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       596,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       597,    283175,        48,         5,    283228,       320,      0.14,      0.11,      0.03
       598,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       599,    283150,        32,        46,    283228,      3392,      0.41,      0.12,      0.29
       600,    283178,        50,         0,    283228,         0,      0.14,      0.13,      0.00
       601,    283172,        49,         7,    283228,       512,      0.17,      0.12,      0.05
       602,    283177,        49,         2,    283228,       128,      0.13,      0.11,      0.01
       603,    283162,        49,        17,    283228,      1344,      0.24,      0.11,      0.12
       604,    283175,        41,        12,    283228,       960,      0.21,      0.14,      0.08
       605,    283176,        48,         4,    283228,       256,      0.14,      0.12,      0.02
       606,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       607,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       608,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       609,    283169,        41,        18,    283228,      1408,      0.23,      0.11,      0.12
       610,    283173,        30,        25,    283228,      1856,      0.28,      0.13,      0.15
       611,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       612,    283175,        48,         5,    283228,       384,      0.15,      0.12,      0.03
       613,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       614,    283175,        48,         5,    283228,       448,      0.14,      0.12,      0.03
       615,    283156,        37,        35,    283228,      2688,      0.33,      0.12,      0.21
       616,    283177,        44,         7,    283228,       576,      0.16,      0.12,      0.04
       617,    283175,        46,         7,    283228,       576,      0.16,      0.11,      0.05
       618,    283176,        46,         6,    283228,       448,      0.16,      0.12,      0.04
       619,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       620,    283173,        42,        13,    283228,      1024,      0.19,      0.12,      0.07
       621,    283177,        49,         2,    283228,       128,      0.14,      0.12,      0.01
       622,    283178,        50,         0,    283228,         0,      0.09,      0.09,      0.00
       623,    283172,        49,         7,    283228,       512,      0.16,      0.12,      0.04
       624,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       625,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       626,    283177,        48,         3,    283228,       192,      0.13,      0.11,      0.02
       627,    283168,        48,        12,    283228,       960,      0.19,      0.11,      0.08
       628,    283177,        49,         2,    283228,       128,      0.14,      0.12,      0.02
       629,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       630,    283175,        49,         4,    283228,       384,      0.14,      0.11,      0.02
       631,    283174,        48,         6,    283228,       512,      0.16,      0.12,      0.04
       632,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       633,    283176,        49,         3,    283228,       192,      0.14,      0.12,      0.02
       634,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       635,    283177,        44,         7,    283228,       512,      0.15,      0.11,      0.04
       636,    283173,        49,         6,    283228,       384,      0.17,      0.12,      0.05
       637,    283170,        42,        16,    283228,      1216,      0.24,      0.12,      0.12
       638,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       639,    283170,        45,        13,    283228,       896,      0.21,      0.12,      0.09
       640,    283173,        40,        15,    283228,      1216,      0.21,      0.11,      0.10
       641,    283177,        49,         2,    283228,       128,      0.13,      0.12,      0.01
       642,    283176,        49,         3,    283228,       256,      0.14,      0.13,      0.01
       643,    283174,        49,         5,    283228,       384,      0.15,      0.11,      0.03
       644,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       645,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       646,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       647,    283177,        42,         9,    283228,       640,      0.18,      0.12,      0.06
       648,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       649,    283176,        49,         3,    283228,       192,      0.14,      0.12,      0.02
       650,    283177,        44,         7,    283228,       576,      0.16,      0.12,      0.04
       651,    283175,        49,         4,    283228,       320,      0.14,      0.11,      0.03
       652,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       653,    283172,        47,         9,    283228,       704,      0.19,      0.12,      0.06
       654,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       655,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       656,    283178,        50,         0,    283228,         0,      0.09,      0.09,      0.00
       657,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       658,    283177,        46,         5,    283228,       448,      0.14,      0.10,      0.03
       659,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       660,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       661,    283159,        36,        33,    283228,      2496,      0.30,      0.11,      0.19
       662,    283175,        45,         8,    283228,       512,      0.18,      0.13,      0.05
       663,    283177,        49,         2,    283228,       192,      0.13,      0.11,      0.01
       664,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       665,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       666,    283171,        47,        10,    283228,       832,      0.17,      0.10,      0.07
       667,    283160,        48,        20,    283228,      1472,      0.23,      0.12,      0.11
       668,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       669,    283157,        40,        31,    283228,      2240,      0.28,      0.12,      0.16
       670,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       671,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       672,    283175,        49,         4,    283228,       256,      0.15,      0.12,      0.03
       673,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       674,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       675,    283177,        49,         2,    283228,       192,      0.13,      0.11,      0.02
       676,    283178,        50,         0,    283228,         0,      0.09,      0.09,      0.00
       677,    283171,        45,        12,    283228,       832,      0.18,      0.11,      0.07
       678,    283177,        48,         3,    283228,       256,      0.14,      0.12,      0.02
       679,    283172,        42,        14,    283228,      1344,      0.19,      0.10,      0.09
       680,    283174,        49,         5,    283228,       320,      0.16,      0.13,      0.03
       681,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       682,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       683,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       684,    283172,        33,        23,    283228,      1664,      0.24,      0.10,      0.14
       685,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       686,    283174,        43,        11,    283228,       960,      0.18,      0.11,      0.07
       687,    283170,        48,        10,    283228,       768,      0.19,      0.12,      0.07
       688,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       689,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       690,    283176,        49,         3,    283228,       192,      0.13,      0.12,      0.01
       691,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       692,    282912,         9,       307,    283228,     22720,      1.98,      0.13,      1.85
       693,    283162,        47,        19,    283228,      1728,      0.25,      0.14,      0.11
       694,    283162,        20,        46,    283228,      3328,      0.38,      0.13,      0.25
       695,    283177,        48,         3,    283228,       320,      0.14,      0.12,      0.02
       696,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       697,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       698,    283176,        49,         3,    283228,       256,      0.14,      0.11,      0.02
       699,    283173,        49,         6,    283228,       384,      0.18,      0.12,      0.06
       700,    283177,        48,         3,    283228,       192,      0.14,      0.12,      0.02
       701,    283174,        48,         6,    283228,       512,      0.15,      0.12,      0.03
       702,    283175,        49,         4,    283228,       320,      0.16,      0.12,      0.03
       703,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       704,    283176,        44,         8,    283228,       576,      0.17,      0.12,      0.05
       705,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       706,    283177,        47,         4,    283228,       256,      0.14,      0.11,      0.03
       707,    283176,        46,         6,    283228,       448,      0.17,      0.12,      0.04
       708,    283173,        37,        18,    283228,      1408,      0.24,      0.12,      0.12
       709,    283177,        36,        15,    283228,      1216,      0.21,      0.12,      0.08
       710,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       711,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       712,    283177,        49,         2,    283228,       128,      0.11,      0.10,      0.01
       713,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       714,    283177,        49,         2,    283228,       128,      0.10,      0.10,      0.00
       715,    283177,        49,         2,    283228,       128,      0.10,      0.10,      0.00
       716,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       717,    283172,        49,         7,    283228,       512,      0.15,      0.11,      0.04
       718,    283177,        49,         2,    283228,       128,      0.11,      0.11,      0.00
       719,    283153,        47,        28,    283228,      2176,      0.27,      0.12,      0.15
       720,    283177,        49,         2,    283228,       128,      0.15,      0.14,      0.01
       721,    283176,        44,         8,    283228,       640,      0.18,      0.12,      0.06
       722,    283169,        43,        16,    283228,      1280,      0.21,      0.11,      0.10
       723,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       724,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       725,    283174,        17,        37,    283228,      2880,      0.36,      0.12,      0.24
       726,    283178,        50,         0,    283228,         0,      0.13,      0.12,      0.00
       727,    283177,        48,         3,    283228,       192,      0.14,      0.12,      0.02
       728,    283158,        30,        40,    283228,      3200,      0.34,      0.10,      0.24
       729,    283175,        42,        11,    283228,       768,      0.18,      0.11,      0.07
       730,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       731,    283176,        48,         4,    283228,       256,      0.15,      0.12,      0.03
       732,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       733,    283177,        49,         2,    283228,       192,      0.14,      0.11,      0.03
       734,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       735,    283171,        46,        11,    283228,       896,      0.17,      0.11,      0.07
       736,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       737,    283170,        47,        11,    283228,       832,      0.19,      0.12,      0.07
       738,    283177,        48,         3,    283228,       256,      0.14,      0.12,      0.02
       739,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       740,    283178,        50,         0,    283228,         0,      0.13,      0.12,      0.00
       741,    283177,        48,         3,    283228,       256,      0.13,      0.11,      0.02
       742,    283170,        36,        22,    283228,      1536,      0.25,      0.10,      0.14
       743,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       744,    283175,        46,         7,    283228,       512,      0.18,      0.12,      0.05
       745,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       746,    283173,        49,         6,    283228,       512,      0.15,      0.11,      0.03
       747,    283175,        46,         7,    283228,       704,      0.16,      0.12,      0.04
       748,    283148,        28,        52,    283228,      3968,      0.44,      0.10,      0.33
       749,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       750,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       751,    283173,        41,        14,    283228,      1088,      0.18,      0.10,      0.08
       752,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       753,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       754,    283177,        49,         2,    283228,       128,      0.13,      0.10,      0.03
       755,    283177,        49,         2,    283228,       192,      0.14,      0.12,      0.01
       756,    283175,        24,        29,    283228,      2048,      0.31,      0.11,      0.19
       757,    283177,        49,         2,    283228,       192,      0.14,      0.12,      0.02
       758,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       759,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       760,    283173,        46,         9,    283228,       576,      0.16,      0.11,      0.05
       761,    283165,        47,        16,    283228,      1152,      0.19,      0.11,      0.08
       762,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       763,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       764,    283176,        49,         3,    283228,       192,      0.14,      0.11,      0.03
       765,    283176,        49,         3,    283228,       256,      0.11,      0.09,      0.02
       766,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       767,    283176,        49,         3,    283228,       256,      0.13,      0.11,      0.01
       768,    283176,        49,         3,    283228,       192,      0.14,      0.12,      0.02
       769,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       770,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       771,    283178,        50,         0,    283228,         0,      0.09,      0.08,      0.00
       772,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       773,    283176,        42,        10,    283228,       704,      0.17,      0.10,      0.07
       774,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       775,    283172,        48,         8,    283228,       640,      0.15,      0.10,      0.05
       776,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       777,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       778,    283142,        28,        58,    283228,      4416,      0.49,      0.12,      0.37
       779,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       780,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       781,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       782,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       783,    283165,        48,        15,    283228,      1024,      0.24,      0.12,      0.12
       784,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       785,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       786,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       787,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       788,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       789,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       790,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       791,    283178,        50,         0,    283228,         0,      0.08,      0.08,      0.00
       792,    283178,        50,         0,    283228,         0,      0.08,      0.08,      0.00
       793,    283177,        48,         3,    283228,       192,      0.13,      0.11,      0.02
       794,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       795,    283172,        25,        31,    283228,      2432,      0.32,      0.12,      0.19
       796,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       797,    283111,        37,        80,    283228,      5696,      0.64,      0.10,      0.54
       798,    283178,        50,         0,    283228,         0,      0.14,      0.14,      0.00
       799,    283176,        49,         3,    283228,       320,      0.14,      0.11,      0.03
       800,    283177,        49,         2,    283228,       192,      0.12,      0.11,      0.01
       801,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       802,    283176,        49,         3,    283228,       256,      0.14,      0.12,      0.02
       803,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       804,    283175,        49,         4,    283228,       448,      0.14,      0.11,      0.03
       805,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       806,    283156,         8,        64,    283228,      4736,      0.50,      0.12,      0.38
       807,    283031,        39,       158,    283228,     12224,      1.07,      0.13,      0.93
       808,    283177,        49,         2,    283228,       128,      0.14,      0.13,      0.01
       809,    283127,        34,        67,    283228,      5440,      0.54,      0.12,      0.41
       810,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       811,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       812,    283176,        48,         4,    283228,       320,      0.18,      0.12,      0.06
       813,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       814,    283177,        48,         3,    283228,       192,      0.13,      0.11,      0.01
       815,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       816,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       817,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       818,    283177,        49,         2,    283228,       192,      0.12,      0.10,      0.02
       819,    283178,        50,         0,    283228,         0,      0.10,      0.10,      0.00
       820,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       821,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       822,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       823,    283155,        48,        25,    283228,      1792,      0.27,      0.11,      0.16
       824,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       825,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       826,    283177,        49,         2,    283228,       128,      0.13,      0.11,      0.01
       827,    283177,        49,         2,    283228,       128,      0.11,      0.11,      0.00
       828,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       829,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       830,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       831,    283170,        49,         9,    283228,       704,      0.18,      0.11,      0.07
       832,    283174,        49,         5,    283228,       448,      0.15,      0.12,      0.03
       833,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       834,    283175,        38,        15,    283228,      1088,      0.21,      0.12,      0.10
       835,    283172,        48,         8,    283228,       704,      0.18,      0.12,      0.05
       836,    283177,        49,         2,    283228,       128,      0.15,      0.13,      0.02
       837,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       838,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       839,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       840,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       841,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       842,    283177,        49,         2,    283228,       128,      0.11,      0.10,      0.01
       843,    283177,        49,         2,    283228,       128,      0.11,      0.11,      0.00
       844,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       845,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       846,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       847,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       848,    283177,        49,         2,    283228,       128,      0.10,      0.10,      0.00
       849,    283165,        40,        23,    283228,      1600,      0.26,      0.12,      0.14
       850,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       851,    283177,        43,         8,    283228,       576,      0.18,      0.12,      0.06
       852,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       853,    283177,        49,         2,    283228,       128,      0.13,      0.12,      0.01
       854,    283173,        47,         8,    283228,       576,      0.17,      0.12,      0.05
       855,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       856,    283174,        49,         5,    283228,       448,      0.17,      0.12,      0.04
       857,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       858,    283177,        49,         2,    283228,       128,      0.11,      0.11,      0.00
       859,    283177,        49,         2,    283228,       128,      0.12,      0.11,      0.01
       860,    283177,        49,         2,    283228,       192,      0.13,      0.12,      0.01
       861,    283177,        49,         2,    283228,       128,      0.11,      0.11,      0.00
       862,    283177,        49,         2,    283228,       128,      0.11,      0.11,      0.00
       863,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       864,    283170,        39,        19,    283228,      1344,      0.22,      0.12,      0.10
       865,    283178,        50,         0,    283228,         0,      0.12,      0.11,      0.00
       866,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       867,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       868,    283177,        45,         6,    283228,       448,      0.14,      0.10,      0.03
       869,    283176,        49,         3,    283228,       192,      0.15,      0.12,      0.03
       870,    283177,        49,         2,    283228,       192,      0.14,      0.12,      0.02
       871,    283178,        50,         0,    283228,         0,      0.11,      0.10,      0.00
       872,    283178,        50,         0,    283228,         0,      0.12,      0.12,      0.00
       873,    283178,        50,         0,    283228,         0,      0.11,      0.11,      0.00
       874,    283147,        35,        46,    283228,      3520,      0.43,      0.12,      0.31
       875,    283176,        25,        27,    283228,      1920,      0.28,      0.12,      0.15
       876,    282766,        47,       415,    283228,     31296,      2.47,      0.11,      2.36
       877,    283169,        46,        13,    283228,       960,      0.20,      0.12,      0.08
       878,    269917,         0,     13311,    283228,   1011136,     66.83,      0.09,     66.71
